DecisionTreeAuto,ExtraTreesAuto,GradientBoostingAuto,RandomForestAuto,id
408.68833333333333,390.008425,395.6354061771888,387.11579004884004,300058.0
267.20571428571424,270.67250198412705,286.3910674508149,285.87118495393497,300059.0
263.71000000000004,256.6776178571429,266.250894752442,256.83690622710617,300060.0
359.91333333333336,335.7228119047619,379.92763917839767,375.123660833903,300061.0
189.31833333333336,229.34959642857143,211.57424988638616,219.4704570707071,300062.0
204.3311111111111,166.83242103174604,186.70918207787955,166.07827261904762,300063.0
368.73,299.43545555555556,308.0350633215016,335.87614513403264,300064.0
344.85125,321.15414285714286,312.8653660557151,318.4493423409923,300065.0
225.0233333333333,236.21784999999994,221.01424279535473,238.22652705627706,300066.0
447.996,431.74972103174593,427.8573651324302,455.7093125763125,300067.0
475.6914285714285,466.088244047619,418.1044567280126,441.1741006146631,300068.0
418.1477777777778,401.6233873015873,408.8874190798958,380.42759880952394,300069.0
302.8233333333333,282.4108738095238,302.52352184361325,299.8292418803419,300070.0
231.97833333333332,220.77128055555553,221.6787598611852,207.9529161172161,300071.0
350.33000000000004,309.3639329365079,326.11953844369685,305.7023491738654,300072.0
317.578,320.6189365079365,309.09902558292987,331.99699875565614,300073.0
470.34333333333325,519.0350432539682,483.7099173708222,536.4025157647907,300074.0
334.51125,371.9812654761905,367.9302761028099,379.90952027972025,300075.0
331.858,300.24879484126984,302.9065963973733,302.3811912531913,300076.0
311.07666666666665,308.1459,307.9741232820386,285.11518519813524,300077.0
352.404,362.778225,350.2298742002132,337.3752143939394,300078.0
228.45999999999998,280.61421547619045,282.7090092296852,279.698230960706,300079.0
189.682,212.32093293650797,225.3333758007741,224.69365995115996,300080.0
167.8,209.1482238095238,208.79136480245293,203.5572445887446,300081.0
245.32999999999998,276.0476690476191,282.8930652669547,279.9349238095238,300082.0
302.20142857142855,305.1662,292.63716418166985,292.6374562409812,300083.0
385.54333333333335,309.92196150793654,336.1229978832164,347.46397676767674,300084.0
232.07,213.27682460317465,225.49707120060748,218.489548480759,300085.0
250.03166666666667,234.433275,250.2947246064808,231.84751675824177,300086.0
318.0488888888889,316.02403690476194,320.7928982662086,334.7791374819625,300087.0
262.29833333333335,313.4543535714286,316.3475927608942,299.87922261904765,300088.0
432.1757142857142,385.18594166666674,376.12876447230644,396.99275079365077,300089.0
238.32444444444445,248.7927010989011,250.28512266436988,241.78913004079254,300090.0
346.07000000000005,385.01837301587307,377.77398199430104,387.22681504883997,300091.0
218.18200000000002,249.50076666666664,242.48879674139084,239.74198829234493,300092.0
169.08285714285714,168.6524380952381,175.76172925061337,158.54363324175822,300093.0
395.02125,401.11300634920633,391.6032721357545,416.7190766594516,300094.0
259.8975,227.74831150793648,211.63000332939308,226.68885631035633,300095.0
459.47,407.0322166666666,429.0398993783747,423.46841030219787,300096.0
253.79999999999995,248.0509765873016,247.58363745538057,252.4177829337329,300097.0
626.71,565.8620432539683,557.3688071577345,565.2334871392497,300098.0
422.08,373.3734595238096,381.32837696336225,376.9397792735043,300099.0
243.60142857142858,264.85261150793656,281.73881672002204,255.99191409423906,300100.0
295.122,282.85534206349206,291.3868889409376,288.8521312409813,300101.0
268.0385714285714,269.4978587301587,276.9534698194036,275.2403171671466,300102.0
548.6,569.5556428571429,559.8013205876794,556.8625337301587,300103.0
330.81857142857143,305.19927182539675,307.0976939930586,311.80572916666665,300104.0
213.70166666666668,268.67465753968247,284.8153431540332,226.41867074592074,300105.0
280.3433333333333,333.5431642857143,318.23433386581206,314.53607584670226,300106.0
339.752,317.86968293650796,319.9476062699836,335.2153335220336,300107.0
292.93666666666667,286.3766158730159,295.8909280510668,299.24734522887246,300108.0
275.38,262.10892976190473,272.69945674675273,292.48873401320895,300109.0
465.73400000000004,530.1775805555556,553.6030793172793,544.8736696969697,300110.0
438.30222222222227,471.6396607142857,462.4308409543248,473.19371235431225,300111.0
322.04200000000003,321.68476071428574,320.7928982662086,328.36121137057387,300112.0
293.6714285714285,303.6692301587301,326.61771146916186,325.63632905982905,300113.0
353.1233333333334,344.8453805555555,350.4744097472777,313.1398088556868,300114.0
365.92285714285714,410.8387238095238,396.4914353802236,406.9094417388167,300115.0
285.06714285714287,278.7553138888889,295.3940095085394,266.7825506854257,300116.0
264.70285714285717,276.7609183261183,279.0103048379448,259.83933138528135,300117.0
587.082,593.2949277777777,573.3326323989048,575.666358116883,300118.0
260.98,258.0470984126984,254.22968498220698,258.51834423615605,300119.0
198.08499999999995,245.8628361111111,231.569661898639,224.38535551948047,300120.0
271.67285714285714,244.91605119047622,239.7698723700127,236.94957142857137,300121.0
466.7733333333333,521.9529285714286,494.60937901112203,498.3677711760462,300122.0
218.91,259.68875,269.03586291339803,272.0979791666667,300123.0
454.3444444444444,502.69936190476193,491.9163405104905,486.42325606060615,300124.0
245.11999999999998,287.7168892857143,264.2739277907319,258.8153425324675,300125.0
329.268,341.8472261904762,320.85809250105683,341.1058165750916,300126.0
362.32399999999996,420.4336646825397,433.09987333550305,402.4599070738441,300127.0
268.4042857142857,272.6302238095238,275.2842175606793,275.10176776556773,300128.0
190.47,202.91779642857142,194.9411910182639,188.68715414585415,300129.0
288.47714285714284,279.7444646825397,273.3964857034746,283.3213107448107,300130.0
244.7233333333333,271.48888571428574,262.0643212856426,281.445413961039,300131.0
312.66,302.08851944444444,290.6238444279997,310.33719761072257,300132.0
141.91714285714286,163.82541984126985,189.24787655060095,159.81265765068264,300133.0
320.93333333333334,339.93352857142855,322.4867614809858,334.1418428321678,300134.0
313.5857142857143,291.6591396825397,299.76456151915045,306.07738544788543,300135.0
247.67428571428573,236.73153849206346,247.42384158056785,233.6433554778555,300136.0
214.5285714285714,210.4044682539683,194.39938324976012,206.63465800865796,300137.0
310.74399999999997,314.3989734126984,292.44214656783936,308.96915968508614,300138.0
307.8,300.4796912698413,292.00550899440356,282.79724318254847,300139.0
227.87600000000003,293.5744194444445,304.8644415573401,279.0973382792861,300140.0
480.808,528.7332753968254,494.32103592877723,470.4088676587301,300141.0
240.58250000000004,256.2607785714286,281.9517739485281,253.21486752136752,300142.0
272.234,300.8346468253968,294.0006073473249,288.8208124183006,300143.0
271.20500000000004,301.8806186507937,314.6926734316573,268.24471532079036,300144.0
339.415,322.2294095238095,289.97364971840585,297.5044394546973,300145.0
386.555,387.3048511904762,411.31152746008013,421.0072702020202,300146.0
231.252,218.87344722222218,208.46541747630036,201.9587912267471,300147.0
425.2166666666667,341.8499746031746,386.02191556535536,373.5114983044733,300148.0
407.5477777777777,369.5675535714286,411.57940222870525,413.79150364145664,300149.0
190.808,183.41624603174608,174.89397682753838,170.95115627705627,300150.0
463.93000000000006,452.0330404761905,437.0507960100535,447.4316085678212,300151.0
330.5044444444444,322.2584139610389,331.01754859554194,356.2843558080808,300152.0
344.8833333333334,376.9652845238095,384.6915044266718,398.37497996031743,300153.0
268.0233333333333,332.7325777777778,321.96884637261013,304.89304502164504,300154.0
356.9322222222222,326.1308202380952,305.7048911909562,349.4651479353979,300155.0
364.548,338.2939988095238,301.72668876042883,296.3676487193362,300156.0
385.80777777777774,400.6281071428571,389.7807917477396,426.6494440242765,300157.0
243.76800000000003,214.2582638888889,208.65134262229174,173.6931956349206,300158.0
297.53833333333336,333.49918730158726,328.4751018544551,318.405873015873,300159.0
215.66555555555556,217.53670238095236,213.08300857712393,219.73700811965813,300160.0
275.31142857142856,308.98281785714283,305.4284417343343,316.434532571595,300161.0
233.82999999999998,283.2290444444444,306.83852687906705,272.67295735930736,300162.0
310.15000000000003,325.8028035714285,309.6323124626181,333.84755506715504,300163.0
424.8455555555555,367.150069047619,364.65094868231205,365.76124500254645,300164.0
318.97166666666664,412.0332484126984,388.25838943120783,371.72691612554115,300165.0
222.7175,238.51812857142855,240.2394624919119,238.70044175824174,300166.0
241.73166666666665,240.2619623015873,263.2248693871938,242.37867513736268,300167.0
333.43666666666667,318.619798015873,297.74702469485385,319.78094062049064,300168.0
258.624,306.10547142857143,311.96069191430587,341.5928298368299,300169.0
199.58,208.04801785714284,196.20552362476772,202.83754664502166,300170.0
283.26166666666666,291.7580626984127,281.62652693695185,275.80469056221557,300171.0
292.3242857142857,334.87527420634916,315.76791927691585,345.66937207792205,300172.0
358.7133333333333,358.8096523809524,349.93061983179405,393.4744742673992,300173.0
197.30714285714285,183.2583103174603,164.34590695657914,178.79889583333335,300174.0
299.81285714285707,294.33532341269836,307.9350399991292,313.96021412337666,300175.0
497.53888888888883,409.37280238095235,439.57687391960667,448.1982955182073,300176.0
485.68714285714293,533.9210666666667,529.3942350365468,546.4520722277722,300177.0
322.8188888888888,309.8472396825397,308.4914573912807,322.6310601412476,300178.0
158.66,176.51613174603176,161.28125730543294,170.26322619047616,300179.0
211.54999999999998,237.23803611111111,231.24859226347382,235.63521697909937,300180.0
253.79999999999995,265.41755793650793,256.114544960125,251.64096322011324,300181.0
272.234,280.9423396825397,281.1228542923857,282.66283370795867,300182.0
211.54999999999998,218.23863531746028,231.24859226347382,227.48029829059828,300183.0
200.72857142857146,192.92333333333332,169.18160466284158,195.79067575757577,300184.0
294.964,308.4933611111112,276.10999323759006,294.5526915972916,300185.0
189.682,253.43574444444448,258.4006246535108,230.0999,300186.0
146.57571428571427,164.58286825396823,173.91952009245037,153.40022608225107,300187.0
258.24749999999995,318.81369206349206,295.78394562645775,284.81775476190484,300188.0
402.1883333333333,376.05099404761893,397.2646128205243,402.3424609834609,300189.0
238.118,215.4582575396825,231.24859226347382,225.5649844017094,300190.0
340.254,326.87749761904763,343.2025236584787,348.1507964086567,300191.0
418.47875,410.7318650793651,407.3663428814848,434.1805154761904,300192.0
349.3999999999999,325.51532857142854,323.0522638136805,353.8405048001018,300193.0
312.84777777777776,300.39328809523806,307.7155892482442,298.6906380952381,300194.0
259.396,276.4454666666667,253.57174901346878,263.7869952041423,300195.0
271.1166666666667,311.96071150793654,334.6786877907064,313.3200391941392,300196.0
314.3966666666667,329.8930702380952,349.2780764966444,324.3684285714286,300197.0
180.8942857142857,223.48602103174602,199.15444876555105,209.9672615301365,300198.0
180.8942857142857,218.66509920634923,204.68604394750233,219.99016647241643,300199.0
655.5555555555555,519.3102793650794,496.36987732023437,589.4454627289377,300200.0
526.7599999999999,463.18761428571423,474.66742354710817,466.3516630952381,300201.0
319.30125000000004,367.7940873015873,385.7822354092786,337.27294960317465,300202.0
351.375,321.1905797619048,335.2113700937537,308.9051415223665,300203.0
265.44000000000005,291.00187341269844,275.826754512579,254.80075016788768,300204.0
332.86999999999995,279.3117904761905,293.7365931613447,270.21918479853485,300205.0
284.918,256.93038690476186,266.250894752442,251.30784563492062,300206.0
380.91142857142853,362.3615555555556,379.500020973167,421.32720502136755,300207.0
150.89000000000001,161.8334888888889,171.86804415442643,164.2985797619048,300208.0
265.746,262.3415416666666,254.2512325855731,252.9906813949939,300209.0
190.808,178.44599484126985,174.89397682753838,178.05453888888889,300210.0
165.5842857142857,190.86165912698414,174.07660543858645,175.70058214555053,300211.0
226.50799999999998,214.05393015873014,217.99173699104261,225.40884925074926,300212.0
378.20142857142855,397.1831670634921,428.4865975437458,446.6908867965368,300213.0
485.4883333333333,457.3711309523809,445.57038577971014,451.1545864552114,300214.0
183.50444444444443,192.83740476190476,197.15146591063512,181.63642736430236,300215.0
281.8066666666667,219.97633095238098,234.03873385398583,221.9507402863219,300216.0
270.19111111111107,250.17106428571432,251.61848157199395,249.690877020202,300217.0
256.52,266.74569841269846,268.77321842101105,271.7870875668449,300218.0
383.58000000000004,418.122284126984,361.48156393457214,411.06486215728717,300219.0
323.3385714285714,280.6500821428572,280.8288450529003,310.60163452380954,300220.0
459.51444444444434,520.0561484126983,476.81530530982485,493.8009917027417,300221.0
394.9585714285714,454.4606357142857,429.9945708508379,427.1262289072039,300222.0
259.7742857142857,272.27135,248.5067746010701,258.75006920995673,300223.0
280.3828571428571,261.0738527777778,276.8295611069482,259.89606078921076,300224.0
327.40625,310.9229079365079,288.47741119573027,315.05849537847774,300225.0
186.95166666666668,176.49540515873014,164.79553128374656,173.56703028083027,300226.0
274.97666666666663,288.4017619047619,285.65387322838484,295.0863373015873,300227.0
302.39250000000004,273.8137015873016,261.9072037543021,270.7496406565657,300228.0
298.0128571428572,326.0506936507937,343.12604524654927,310.8040913967612,300229.0
323.3385714285714,279.34959603174605,287.08708318254344,312.0054212481963,300230.0
414.52200000000005,396.0689837301587,408.2006351756593,393.108255067155,300231.0
248.602,295.3813857142858,303.33146100438745,297.54279314574313,300232.0
356.76,331.7319468253969,331.3455980686209,319.0663174825175,300233.0
343.51000000000005,324.1109738095238,308.70927499895265,327.3856656926407,300234.0
307.892,287.6508801587301,279.04526670350253,269.2604807692307,300235.0
240.83142857142852,250.97200476190477,266.8863944519327,249.43730357142857,300236.0
315.7366666666667,325.1243797619048,346.96081304693695,325.6646506576757,300237.0
534.9866666666668,587.0526559523811,609.7265110995329,559.751627894328,300238.0
241.84428571428572,249.7732857142857,247.75429866339476,259.03649722222224,300239.0
323.00125,318.8143476190476,310.04896649318897,314.6091076923077,300240.0
222.60999999999999,260.82979841269844,267.6999817191681,241.1500005772006,300241.0
231.19,241.62796825396828,262.2891322268024,232.61850835275837,300242.0
243.92499999999998,278.4626066378067,274.76868223598984,251.08795476190477,300243.0
429.4925,391.7836345238095,411.832968383685,389.3207722277722,300244.0
239.13,219.87977142857144,231.34230322150725,236.45621512531588,300245.0
617.522,641.6929472222222,621.2982750458366,620.0086521464647,300246.0
282.24285714285713,296.136751984127,300.034828244675,308.07811893939396,300247.0
292.43142857142857,286.9204452380952,282.8930652669547,288.08535158730155,300248.0
296.79857142857145,283.1976583333333,289.6519618503125,279.939672891363,300249.0
324.5566666666667,331.11080714285714,340.00258702751984,335.13188909423906,300250.0
323.232,290.43437500000005,275.6005843803327,298.361967010767,300251.0
243.15999999999997,273.5525682539682,254.39554181801813,260.92526227106225,300252.0
217.5822222222222,209.30291428571428,217.18395656035779,201.17047069319568,300253.0
318.182,296.883192063492,295.40091602243183,290.19165808080805,300254.0
318.182,292.3254884920634,305.0397527844429,301.8361898268398,300255.0
329.41555555555556,313.05367063492065,300.5618091662365,314.34771414141414,300256.0
358.7133333333333,369.6620265873015,356.8774957123257,349.8225905261405,300257.0
397.90999999999997,370.76702857142857,369.0965032891346,373.4240734636279,300258.0
345.08000000000004,319.9484154761905,340.1551624272978,336.57794404761904,300259.0
276.65714285714284,262.4386107142857,253.97671552668308,271.59333272283277,300260.0
282.47142857142853,235.81955793650795,225.53348701805137,234.43852492784995,300261.0
282.47142857142853,230.04344999999998,225.53348701805137,227.89938621794872,300262.0
302.0733333333333,310.89980753968257,312.6215173270167,312.31920131257635,300263.0
224.38875,256.06642222222223,267.64850851462245,256.57355784493285,300264.0
245.66,259.9395068181818,315.21088876889917,276.0249607142857,300265.0
230.98600000000002,227.0686690476191,226.30544398985646,227.46469003912753,300266.0
378.21,388.7890726190476,398.9013942764203,385.66145098235097,300267.0
306.55999999999995,278.7391051587301,268.1985785002536,277.25337674270173,300268.0
430.28000000000003,440.45679960317455,476.28855114798256,434.2917088829471,300269.0
245.31857142857143,269.19848452380955,284.44130699181346,274.5173303085803,300270.0
505.1114285714285,479.88186825396826,474.5701340573729,458.8739443056943,300271.0
178.63857142857142,212.2705142857143,238.9560048401727,210.6230454267955,300272.0
363.28625,429.77152380952384,405.380832887895,396.75563432123437,300273.0
258.42,269.41223333333335,274.0748147823358,275.60642133057,300274.0
303.6333333333333,285.43416984126986,285.4353967112124,278.88754065934063,300275.0
421.81166666666667,400.9491761904762,382.6507373547149,377.1146612554113,300276.0
416.2966666666666,390.4366555555555,375.828884715684,390.02570880687944,300277.0
330.18333333333334,334.6537142857143,339.2710253618228,349.6509866883116,300278.0
305.02500000000003,306.94698253968255,310.67227517847635,318.6222593253968,300279.0
259.65142857142854,315.03092063492056,336.08320078495217,310.1293335137085,300280.0
367.41,358.58899960317456,370.4545900164528,348.35919480417243,300281.0
291.46999999999997,250.80401190476195,263.37521497238714,283.41421315906314,300282.0
297.61,326.85138095238096,319.0211238955774,325.90944043456545,300283.0
289.00749999999994,317.4908341269841,302.96714838930717,300.00890678210675,300284.0
294.7875,307.86489365079365,312.5031906716065,308.11970080213905,300285.0
368.552,388.249280952381,395.76260941373187,413.35202007575754,300286.0
377.20666666666665,344.8318492063492,330.1505437486938,337.8541108058608,300287.0
226.7111111111111,253.7940035714286,262.8186734451638,235.9900564796315,300288.0
323.07000000000005,324.02335357142863,340.5625707777675,336.21811097236093,300289.0
254.93428571428572,285.4295142857143,291.7245492017262,275.38789722222225,300290.0
350.65999999999997,366.75202380952385,377.6552753804376,369.30072311773193,300291.0
243.4188888888889,277.900575,297.94772423007646,282.2600236763237,300292.0
343.7422222222222,388.9330353174603,392.2800292051373,414.7200089285714,300293.0
301.0711111111111,469.1419638888889,488.6120132940714,392.05663531746035,300294.0
329.66999999999996,311.9606142857143,334.26351383094436,303.9652327311577,300295.0
366.18875,361.52908333333335,388.7535427191185,380.80273885281383,300296.0
297.57375,343.59712976190474,354.09186400265975,309.0491119747899,300297.0
244.63500000000002,221.51064285714284,237.6278438564029,224.3475916666667,300298.0
364.04,401.99482777777786,371.23096473196205,373.3363124014874,300299.0
430.78125,398.93463214285714,417.08877733117487,421.85265288600294,300300.0
504.33125000000007,482.3775789682539,504.1609728453825,531.9729830586081,300301.0
504.33125000000007,519.2986873015873,544.5267839294206,503.3715261904762,300302.0
268.05,325.5451722222223,335.82540026356247,318.4282176387338,300303.0
406.59142857142854,409.0804345238095,367.52275388642823,396.62286091269846,300304.0
576.1633333333333,523.7565571428571,512.2346219409268,532.887405952381,300305.0
480.33624999999995,541.1706777777779,535.8889092373852,546.8162625730994,300306.0
283.0083333333333,302.7834083333333,344.94043391876886,301.1872566142191,300307.0
279.1388888888889,266.12448571428575,267.32762776007064,255.79523460012206,300308.0
352.59800000000007,318.0661904761905,311.22801915067834,316.2679398310023,300309.0
348.00399999999996,401.5506996031746,387.74789053622396,373.4256483516483,300310.0
341.6171428571429,399.8821821428571,363.25529822815474,357.8418222222221,300311.0
410.7222222222222,333.83750357142856,351.1508369714442,344.4179565434565,300312.0
371.43999999999994,454.40061904761905,445.70468985161534,446.07638730158726,300313.0
354.3666666666666,330.0094857142857,345.7077584885698,372.46201424963925,300314.0
314.536,325.30895833333335,319.17130861868696,324.2144248917749,300315.0
297.79857142857145,302.5093361111111,307.8146858922262,309.60341511544004,300316.0
378.8114285714286,360.4387777777778,351.76644924630335,380.57817216810963,300317.0
255.47000000000003,296.2815067460317,281.09196972014337,267.76059987789984,300318.0
502.78333333333336,509.4149226190476,510.2130981771717,516.4496697580198,300319.0
392.77000000000004,396.3377595238095,422.71504620806985,404.30322708957704,300320.0
349.64833333333337,350.4689873015873,357.0197526987159,327.02370836385836,300321.0
388.065,366.144175,362.0402154818875,374.2585142857143,300322.0
477.46714285714285,439.1123603174603,453.56495623830926,453.39156652791655,300323.0
388.788,345.07017301587297,363.88971839552505,344.8604925197352,300324.0
420.53111111111116,385.58788412698414,386.89848057580804,410.3360192810458,300325.0
144.82500000000002,169.3547650793651,169.2642381355934,160.8982833333333,300326.0
325.47999999999996,322.3725138888889,308.05399818771815,315.2202617715618,300327.0
365.3722222222222,344.27012222222226,335.11018621638016,327.67539015151516,300328.0
312.43399999999997,282.1433571428571,255.613713780678,281.2955115129968,300329.0
238.04125,236.91685952380953,225.95256135853933,228.3550692050639,300330.0
304.8633333333334,302.23225079365085,304.4957515853377,326.5731018315019,300331.0
472.71875,459.98014047619046,487.00624965733334,508.755792915418,300332.0
440.4240000000001,435.3315908730159,437.22673379037286,446.28479058441565,300333.0
663.342,585.9463511904762,569.4849572657931,616.5557589743589,300334.0
232.96857142857147,268.8293638888889,272.49945728305823,265.3075258658009,300335.0
646.2457142857141,697.9473944444445,694.315822845561,731.1350976190477,300336.0
652.13,580.1212984126985,560.1661480734856,590.7744060439561,300337.0
289.3,312.7013388888889,312.5369028899023,303.5965486874237,300338.0
260.5788888888889,280.13645396825393,273.0869432475575,265.5132211038961,300339.0
332.6,369.3016853174604,373.7241279777948,383.43824953102455,300340.0
302.798,313.19569722222224,320.1167364818142,330.85094035547786,300341.0
240.622,255.53344563492064,280.1278543574413,273.02720587606836,300342.0
224.66499999999996,227.21067976190474,235.94372179341713,232.4007357142857,300343.0
510.28666666666675,521.1383873015873,499.15384759909824,464.6421844266844,300344.0
411.61,380.56343571428573,374.2889766982664,403.6200551587301,300345.0
175.32666666666668,209.14756666666668,211.8241478669951,209.6409343101343,300346.0
440.74333333333334,364.9474777777777,355.0781776948398,364.7174213203463,300347.0
194.748,219.51033055555553,222.94442531811535,216.52152647352645,300348.0
261.42625000000004,255.5127273809524,256.84003793462085,254.10453710719108,300349.0
378.66999999999996,372.9559047619047,342.0983375020155,347.6496363469863,300350.0
189.69833333333335,210.47684126984126,220.71252515926673,210.39465790598288,300351.0
424.15,408.76061746031746,406.8179775978625,399.8595818542568,300352.0
383.19888888888886,403.91138293650795,394.36984662639816,397.7910207505945,300353.0
260.644,248.12500753968257,244.051252054652,230.67545247668994,300354.0
288.1644444444444,312.87683571428573,313.08138541369533,320.83620753968256,300355.0
253.164,271.1820928571429,267.6760937551918,244.11461779886776,300356.0
272.7057142857143,249.176525,230.6770003196967,257.4866766150516,300357.0
261.8211111111111,309.21417857142853,298.17476037266994,291.2506272005772,300358.0
198.58,246.81042619047622,224.01429287840853,233.28529635642136,300359.0
368.486,334.22084365079365,348.93241828714895,369.12444078144074,300360.0
290.14166666666665,312.7263444444444,295.1691595989764,304.5907833333334,300361.0
254.04166666666666,274.84157460317465,277.87826692106114,257.27115392524144,300362.0
297.9475,253.8660996031746,254.82169154680935,253.84376399988895,300363.0
297.9475,233.5886630952381,255.84743954896913,246.96161367521367,300364.0
363.04333333333335,409.7247357142857,399.804014139318,415.1897692890443,300365.0
466.5488888888888,457.266026984127,456.9756791854931,435.3896811507936,300366.0
280.4214285714285,274.3599388888889,268.0528005173123,242.67234226190476,300367.0
201.63166666666666,266.9503686507937,242.2217336897737,239.28347084304582,300368.0
404.435,409.60484166666663,402.1461028798836,415.3223758241758,300369.0
408.65999999999997,402.37515277777777,432.54831556750844,417.54090050505044,300370.0
401.6042857142857,358.2978857142857,409.4019480332993,387.1999917582417,300371.0
559.17,480.13570436507933,467.58638385897086,489.83549260461757,300372.0
288.3175,318.26346388888885,325.063733883264,345.1123128760129,300373.0
276.8742857142857,323.78811904761903,299.4150289276629,305.5985268065268,300374.0
327.3,385.1577865079365,374.8814590978864,355.1578563686313,300375.0
403.78,367.8152035714286,309.8438288001382,389.7064505244755,300376.0
486.8299999999999,511.1743861111111,522.9657297925878,512.9536474275724,300377.0
247.46000000000004,273.05969999999996,293.15871415537123,264.04463330362444,300378.0
233.72000000000003,237.77692182539687,230.1928314971515,238.0792456709957,300379.0
227.05624999999998,253.87136746031743,245.50866618475706,254.30195233516483,300380.0
390.00875,448.3863067460317,448.8159752658914,422.35074314574314,300381.0
627.2283333333334,530.2918924603175,513.8473542747929,534.0298093073593,300382.0
248.77000000000004,223.96659563492062,206.5119311654542,225.03646085858585,300383.0
186.26666666666665,220.14165357142855,217.29774483086382,221.2766357694593,300384.0
327.1657142857143,308.2195714285714,298.24903722495196,300.7819061624649,300385.0
317.2871428571429,384.34920158730154,382.0536814830244,401.48149192364656,300386.0
247.4077777777778,249.98855833333332,270.4162545891744,252.94039378399376,300387.0
242.87599999999998,262.97743333333335,289.68381222700935,278.0852922993673,300388.0
280.68,258.8022841269841,253.8797331566427,253.44624080086584,300389.0
311.0628571428571,284.57680595238094,280.0055151529583,286.35715944610945,300390.0
